modelo,frame_evento,resumo_gerado,latencia_total_s,tempo_processamento_prompt_ms,tempo_geracao_ms,total_tokens_gerados,throughput_tps
qwen2.5:1.5b,5667.0,"Diagnóstico: Aceleração excessiva e desaceleração abrupta identificados.

Ação Recomendada: Reduzir a velocidade e monitorar a estabilidade do veículo.",0.6913928985595703,14244000.0,660147000.0,43,65.13700736351146
qwen2.5:1.5b,5763.0,"Diagnóstico: Aceleração excessiva e comportamento errático identificados.

Ação Recomendada: Reduzir aceleração e estabilizar direção.",0.7305326461791992,116839000.0,598773000.0,39,65.13319738865981
qwen2.5:1.5b,5783.0,Diagnóstico: Aceleração excessiva e instabilidade de direção identificadas. Ação recomendada: Reduzir a aceleração e estabilizar a direção imediatamente.,0.6893625259399414,15574000.0,659578000.0,45,68.22544111537984
qwen2.5:1.5b,6052.0,"Diagnóstico: Aceleração negativa detectada, possível perda de controle. Ação recomendada: Reduzir velocidade e aplicar controle de estabilidade.",0.48472094535827637,66224999.0,404138000.0,38,94.02728770865397
qwen2.5:1.5b,6625.0,"Diagnóstico: Aceleração negativa detectada, possível perda de controle.

Ação Recomendada: Reduzir velocidade e estabilizar direção.",0.49846935272216797,67555000.0,423774000.0,39,92.03018590097552
qwen2.5:1.5b,6670.0,"Diagnóstico: Aceleração excessiva e comportamento errático identificados.

Ação Recomendada: Reduzir aceleração e estabilizar direção.",0.44848060607910156,11082000.0,420381000.0,39,92.77298450691158
gemma2:2b,5667.0,"**Resumo Conciso:**

**Detecta-se acelaracão excessiva e desaceleração abrupta.**  
**Recomenda-se reduzir a velocidade e monitorar os sensores de aceleração.** 


**Explicação:**

O diagnóstico indica que o veículo está apresentando comportamentos de aceleração e desaceleração fora do padrão normal. A ação recomendada é reduzir a velocidade para minimizar o risco de danos ao veículo e ao motorista. A monitoração dos sensores de aceleração permitirá identificar a causa da anomalia e tomar medidas corretivas.",2.7511003017425537,321331000.0,2419163000.0,116,47.95046881917423
gemma2:2b,5763.0,"Instabilidade detectada na veiculação, manifestando-se em mudanças bruscas na aceleração e direção. Recomenda-se reduzir a velocidade e estabilizar a direção.",1.3494722843170166,324082000.0,989844000.0,39,39.400147902093664
gemma2:2b,5783.0,"**Telemetry veicular detecta comportamento de direção instável e aceleração excessiva.**

**Recomendação:** Reduzir a aceleração e estabilizar a direção.",1.2978081703186035,330113000.0,946744000.0,37,39.0813144841689
gemma2:2b,6052.0,"## Resumo Conciso:

**Event:** Aceleração negativa excessiva e frenagem abrupta detectadas.

**Ação Recomendada:** Verificar sistema de frenagem e calibrar sensores de aceleração. 


**Observação:** A ação recomendada visa identificar a causa da anomalia e garantir a segurança do veículo.",2.2192466259002686,330199000.0,1861819000.0,72,38.67185800553115
gemma2:2b,6625.0,"**Resumo Conciso:**

**Detecta-se aceleração negativa excessiva e desaceleração abrupta.**  
**Ação recomendada:** Verificar sistema de frenagem e calibrar sensores de aceleração. 


**Explicação:**

A telemetria veicular detectou anomalias na performance do veículo, indicando aceleração negativa excessiva e desaceleração abrupta.  A ação recomendada é a verificação do sistema de frenagem e a calibração dos sensores de aceleração para garantir a precisão da informação e a segurança do veículo.",2.497706174850464,310473000.0,2158271000.0,118,54.673393656311
gemma2:2b,5667.0,"**Telemetry:** Aceleração excessiva e desaceleração abrupta detectadas. 
**Recomendação:** Reduzir velocidade e monitorar estabilidade do veículo.",1.104663610458374,310481000.0,741480000.0,40,53.94616173059287
gemma2:2b,5763.0,**Telemetry:** Aceleração excessiva e comportamento errático do veículo. Recomendação: Reduzir a aceleração e estabilizar a direção.,0.9625098705291748,310370000.0,627289000.0,34,54.20149245403634
gemma2:2b,5783.0,"**Telemetry veicular detectou aceleração excessiva e direção instável.** 
**Recomendação:** Reduzir a aceleração e estabilizar a direção.",1.0038819313049316,312041000.0,676660000.0,37,54.68034167824313
gemma2:2b,6052.0,"**Telemetry veicular:** Aceleração negativa excessiva detectada, indicando possível perda de controle. Recomendação: Reduzir velocidade e aplicar controle de estabilidade.",1.3411433696746826,336344000.0,989978000.0,38,38.38469137698009
gemma2:2b,6625.0,**Telemetry veicular:** Aceleração negativa excessiva e possível perda de controle. Ação recomendada: Reduzir velocidade e estabilizar direção.,1.1940114498138428,339395000.0,847643000.0,33,38.93148412716202
gemma2:2b,6670.0,**Telemetry:** Aceleração excessiva e comportamento errático do veículo. Recomendação: Reduzir a aceleração e estabilizar a direção.,0.9509191513061523,54251000.0,876472000.0,34,38.79188382515357
gemma2:2b,6853.0,"**Telemetry:** Aceleração e frenagem abrupta detectadas. 
**Ação:** Reduzir velocidade e monitorar estabilidade.",1.2201530933380127,334862000.0,862577000.0,34,39.41677090856816
gemma2:2b,6878.0,**Resumo Conciso:** Telemetria veicular detectou aceleração excessiva e instabilidade no comportamento da veiculação. Recomenda-se a redução da aceleração e a estabilização do controle de direção.,1.5125138759613037,330514000.0,1158907000.0,47,40.55545440660899
gemma2:2b,6898.0,"**Telemetry:** Aceleração excessiva e instabilidade de direção detectadas. 
**Recomendação:** Reduzir a aceleração e estabilizar a direção.",1.0148875713348389,310497000.0,684614000.0,38,55.505730236308345
gemma2:2b,5667.0,"**Telemetry:** Aceleração e desaceleração bruscas detectadas. 
**Ação:** Reduzir velocidade e monitorar estabilidade.",0.6929001808166504,44634000.0,623345000.0,34,54.54443366033256
gemma2:2b,5763.0,**Telemetry:** Aceleração excessiva e comportamento errático do veículo. Recomendação: Reduzir a aceleração e estabilizar a direção.,0.6999795436859131,46872000.0,627694000.0,34,54.1665206294787
gemma2:2b,5783.0,**Telemetry veicular:** Aceleração excessiva e direção instável detectadas. Recomendação: Reduzir a aceleração e estabilizar a direção.,1.28163480758667,313815000.0,949915000.0,36,37.8981277272177
gemma2:2b,6052.0,"**Telemetry veicular detecta aceleração negativa excessiva, indicando possível perda de controle. Recomenda-se reduzir a velocidade e aplicar controle de estabilidade.**",1.2223453521728516,332789000.0,868719000.0,34,39.13808722958747
gemma2:2b,6625.0,**Telemetry veicular:** Aceleração negativa excessiva e possível perda de controle. Ação recomendada: Reduzir velocidade e estabilizar direção.,1.2151141166687012,338273000.0,867469000.0,33,38.041705236728916
gemma2:2b,6670.0,**Telemetry:** Aceleração excessiva e comportamento errático do veículo. Recomendação: Reduzir a aceleração e estabilizar a direção.,0.9425384998321533,53826000.0,864552000.0,34,39.32672644329086
llama3.2:1b,5667.0,"O diagnóstico apresentado refere-se a um problema de controle de velocidade, caracterizado por ações excessivas e abruptas na aceleração. A recomendação é a redução da velocidade para monitorar os sensores de aceleração, o que pode ajudar a evitar colisões e garantir a segurança do veículo.",1.0075533390045166,177115000.0,815861000.0,76,93.15312289716019
llama3.2:1b,5763.0,O diagnóstico apresentado sugere que o veículo está experimentando instabilidade devido a mudanças abruptas na aceleração e direção. A ação recomendada é reduzir a velocidade e estabilizar a direção imediatamente para evitar potenciais acidentes.,0.8381900787353516,120908000.0,703722000.0,66,93.78703522129477
llama3.2:1b,5783.0,"O diagnóstico apresentado indica que o veículo está sofrendo de acentos na ação e na direção, o que pode ser causado por problemas mecânicos, como:

- Problemas de transmissão de velocidades
- Falta de lubrificação em componentes móveis
- Problemas de suspensão ou freios

A ação recomendada é reduzir a aceleração e estabilizar a direção imediatamente para evitar danos adicionais e garantir a segurança do veículo e de outros usuários da estrada.",1.7098922729492188,93493000.0,1600331000.0,125,78.10884123346983
llama3.2:1b,6052.0,"O diagnóstico apresentado indica problemas de frenagem e aceleração, com sinais de excessiva ação negativa e frenagem abrupta. A ação recomendada é a verificação do sistema de frenagem e calibração dos sensores de aceleração para garantir a precisão e a eficiência do controle de velocidade.",1.3240678310394287,108428000.0,1202835000.0,77,64.01543021278894
llama3.2:1b,6625.0,"O diagnóstico apresentado refere-se a um problema de controle de velocidade, onde a ação de redução da velocidade é excessiva e a redução de velocidade é abrupta. A ação recomendada é a verificação do sistema de frenagem e a calibração dos sensores de aceleração para garantir que o veículo esteja funcionando corretamente.",1.4654312133789062,109176000.0,1344146000.0,85,63.23717810416428
llama3.2:1b,5667.0,"O diagnóstico apresentado refere-se a um problema de controle de velocidade, caracterizado por ações excessivas e abruptas da aceleração e desaceleração do veículo. A ação recomendada é a redução da velocidade para manter a estabilidade do veículo.",1.1059634685516357,109539000.0,983572000.0,63,64.05225036906296
llama3.2:1b,5763.0,"O diagnóstico apresentado indica que o veículo está apresentando acentos na ação e no comportamento, o que pode ser causado por problemas mecânicos, como:

- Problemas de transmissão ou sistema de freios.
- Falta de lubrificação adequada nos componentes móveis.
- Problemas de suspensão ou estrutura do veículo.

A ação recomendada é a redução da aceleração e a estabilização da direção para evitar danos adicionais e garantir a segurança do veículo e de outras pessoas envolvidas.",1.8642003536224365,110049000.0,1743981000.0,127,72.82189427522432
llama3.2:1b,5783.0,"O diagnóstico apresentado indica que o veículo está apresentando sinais de aceleração excessiva e comportamento de direção instável, o que pode ser causado por problemas mecânicos, como falhas de sistemas de transmissão, freios ou suspensão. A ação recomendada é reduzir a aceleração e estabilizar a direção imediatamente para evitar danos adicionais e garantir a segurança do veículo e de outros usuários da estrada.",1.204097032546997,10880000.0,1175653000.0,109,92.71443189444504
llama3.2:1b,6052.0,O diagnóstico apresentado indica uma ação necessária para evitar acidentes. A ação recomendada é reduzir a velocidade e aplicar controle de estabilidade para garantir a segurança do veículo e do motorista.,0.6620023250579834,82974000.0,563191000.0,52,92.33102091475183
llama3.2:1b,6625.0,"O diagnóstico apresentado indica uma ação necessária para evitar acidentes, considerando a acentuação da perda de controle. A recomendação é reduzir a velocidade e estabilizar a direção para evitar uma ação negativa excessiva na ação de aceleração.",0.959160566329956,55391000.0,894960000.0,66,73.74631268436579
llama3.2:1b,6670.0,"O diagnóstico apresentado indica que o veículo está apresentando acentos na ação e no comportamento, o que pode ser causado por problemas mecânicos, como:

- Problemas de transmissão ou sistemas de propulsão.
- Falta de lubrificação adequada nos componentes móveis.
- Problemas de suspensão ou estrutura do veículo.

A ação recomendada é a redução da aceleração e a estabilização da direção para evitar danos adicionais e garantir a segurança do veículo e de outros usuários da estrada.",2.093153238296509,14902000.0,2059735000.0,128,62.143916571792005
llama3.2:1b,6853.0,"O diagnóstico apresentado indica que o veículo está sofrendo de aceleração excessiva e frenagem abrupta, o que pode comprometer a estabilidade do veículo. A ação recomendada é reduzir a velocidade e monitorar a estabilidade para evitar acidentes.",1.1328043937683105,93377000.0,1023449000.0,64,62.53364847686597
llama3.2:1b,6878.0,"O diagnóstico apresentado indica que o veículo está apresentando sinais de aceleração excessiva e comportamento instável, o que pode ser causado por problemas mecânicos ou de controle. A ação recomendada é reduzir a aceleração e estabilizar o controle de direção para evitar danos ou acidentes.",1.2983314990997314,107852000.0,1175423000.0,75,63.806816780001746
llama3.2:1b,6898.0,"O diagnóstico apresentado indica que o veículo está apresentando acentos na ação e direção, o que pode ser causado por problemas mecânicos ou de controle de velocidade. A ação recomendada é reduzir a aceleração e estabilizar a direção para evitar danos ou acidentes.",1.1385271549224854,93653000.0,1031864000.0,72,69.77663723126304
llama3.2:1b,5667.0,"O diagnóstico apresentado refere-se a um problema de controle de velocidade, caracterizado por ações excessivas e abruptas da aceleração e desaceleração do veículo. A ação recomendada é a redução da velocidade para garantir a estabilidade do veículo.",0.7012233734130859,11067000.0,673057000.0,63,93.602770642011
llama3.2:1b,5763.0,"O diagnóstico apresentado indica que o veículo está apresentando acentos na ação e no comportamento, o que pode ser causado por problemas mecânicos, como:

- Problemas de transmissão ou sistema de freios.
- Falta de lubrificação adequada nos componentes móveis.
- Problemas de suspensão ou estrutura do veículo.

A ação recomendada é a redução da aceleração e a estabilização da direção para evitar danos adicionais e garantir a segurança do veículo e de outros usuários da estrada.",1.4073383808135986,10919000.0,1379290000.0,127,92.07635812628237
llama3.2:1b,5783.0,"O diagnóstico apresentado indica que o veículo está sofrendo de acentos na ação e na direção, o que pode ser causado por problemas mecânicos, como:

- Problemas de freios ou transmissão
- Falta de lubrificação em componentes móveis
- Problemas de suspensão ou amortecimento
- Problemas de direção ou transmissão de velocidade

A ação recomendada é reduzir a ação e a direção imediatamente para evitar danos adicionais e garantir a segurança do veículo e dos passageiros.",1.938356876373291,10733000.0,1906506000.0,132,69.23660350400156
llama3.2:1b,6052.0,"O diagnóstico apresentado indica uma ação necessária para evitar acidentes, considerando a acentuação da perda de controle. A recomendação é reduzir a velocidade e aplicar controle de estabilidade para mitigar o risco.",0.9600732326507568,64428000.0,876184000.0,56,63.9135158825087
llama3.2:1b,6625.0,"O diagnóstico apresentado indica uma ação necessária para evitar acidentes, considerando a acentuação da perda de controle. A recomendação é reduzir a velocidade e estabilizar a direção para evitar uma ação negativa excessiva na ação de aceleração.",1.1122472286224365,68329000.0,1034770000.0,66,63.78228978420326
llama3.2:1b,6670.0,"O diagnóstico apresentado indica que o veículo está apresentando acentos na ação e no comportamento, o que pode ser causado por problemas mecânicos, como:

- Problemas de transmissão ou sistema de freios.
- Falta de lubrificação adequada nos componentes móveis.
- Problemas de suspensão ou estrutura do veículo.

A ação recomendada é a redução da aceleração e a estabilização da direção para evitar danos adicionais e garantir a segurança do veículo e de outras pessoas envolvidas.",2.010861873626709,15016000.0,1976362000.0,127,64.25948282753868
